"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model","no_pca"
"light_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_0","0.3229280675343634","0","all","LightGBM 💡","2026-04-23T08:08:43.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_4","0.906795859336853","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:08:28.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","24","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_4","0.8743817210197449","4","all","TabPFN-v2 🤯","2026-04-23T08:08:12.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","27","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_4","0.8964760899543762","4","all","TabM Ⓜ️","2026-04-23T08:08:11.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","25","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_4","0.8898150616869966","4","all","CatBoost 😸","2026-04-23T08:08:08.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","33","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_4","0.8866216655017922","4","all","LightGBM 💡","2026-04-23T08:08:06.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_3","0.8712496757507324","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:07:45.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","24","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_3","0.8758029937744141","3","all","TabPFN-v2 🤯","2026-04-23T08:07:39.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","28","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_3","0.911525309085846","3","all","TabM Ⓜ️","2026-04-23T08:07:35.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","28","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_3","0.8768442271620742","3","all","CatBoost 😸","2026-04-23T08:07:27.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","31","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_3","0.8594729934806331","3","all","LightGBM 💡","2026-04-23T08:07:23.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_2","0.9271975755691528","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:07:06.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","26","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_2","0.9129937291145324","2","all","TabPFN-v2 🤯","2026-04-23T08:07:01.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","30","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_2","0.8919498920440674","2","all","TabM Ⓜ️","2026-04-23T08:06:50.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","26","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_2","0.9104710768888908","2","all","CatBoost 😸","2026-04-23T08:06:48.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","34","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_2","0.9064523067045388","2","all","LightGBM 💡","2026-04-23T08:06:43.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.8770846724510193","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:06:33.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","25","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.8790524005889893","1","all","TabPFN-v2 🤯","2026-04-23T08:06:16.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","25","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.8812683820724487","1","all","TabM Ⓜ️","2026-04-23T08:06:15.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","23","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.9226146967224657","1","all","CatBoost 😸","2026-04-23T08:06:12.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","34","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.9116838905516051","1","all","LightGBM 💡","2026-04-23T08:06:11.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8661723136901855","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:05:44.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","23","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8187903761863708","0","all","TabPFN-v2 🤯","2026-04-23T08:05:42.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","26","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8822511987482647","0","all","CatBoost 😸","2026-04-23T08:05:38.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","34","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8875241875648499","0","all","TabM Ⓜ️","2026-04-23T08:05:38.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","25","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_0","0.8667659215444687","0","all","LightGBM 💡","2026-04-23T08:05:22.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_4","0.955767329094918","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:05:00.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","32","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_4","0.8791906117527772","4","all","TabPFN-v2 🤯","2026-04-23T08:04:59.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","38","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_4","0.9551036681644448","4","all","TabM Ⓜ️","2026-04-23T08:04:55.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","39","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_4","0.9431623227631576","4","all","CatBoost 😸","2026-04-23T08:04:48.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","27","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_4","0.9416606856870656","4","all","LightGBM 💡","2026-04-23T08:04:37.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_3","0.9262804164960085","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:04:17.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","33","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_3","0.9526815029015352","3","all","TabM Ⓜ️","2026-04-23T08:04:16.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","27","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_3","0.8350798948369678","3","all","TabPFN-v2 🤯","2026-04-23T08:04:16.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","40","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_3","0.9519590439729896","3","all","CatBoost 😸","2026-04-23T08:04:04.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","27","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_3","0.92455507618099","3","all","LightGBM 💡","2026-04-23T08:03:55.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_2","0.951309522362806","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:03:43.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","30","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_2","0.8482745561631407","2","all","TabPFN-v2 🤯","2026-04-23T08:03:33.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","37","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_2","0.9575851324259644","2","all","TabM Ⓜ️","2026-04-23T08:03:32.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","27","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_2","0.9463079632526006","2","all","CatBoost 😸","2026-04-23T08:03:22.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","27","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_2","0.93586877974047","2","all","LightGBM 💡","2026-04-23T08:03:20.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_1","0.9121312613539948","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:02:53.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","35","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_1","0.8752865797102864","1","all","TabPFN-v2 🤯","2026-04-23T08:02:49.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","41","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_1","0.9633853032306106","1","all","TabM Ⓜ️","2026-04-23T08:02:48.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","26","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_1","0.9705560075933256","1","all","CatBoost 😸","2026-04-23T08:02:47.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","31","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_1","0.9615423628552252","1","all","LightGBM 💡","2026-04-23T08:02:30.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.90196476477206","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:02:08.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","34","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.7743023521709561","0","all","TabPFN-v2 🤯","2026-04-23T08:02:05.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","39","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.8316457039395523","0","all","TabM Ⓜ️","2026-04-23T08:02:04.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","36","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.8793399537927296","0","all","CatBoost 😸","2026-04-23T08:01:56.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","28","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_0","0.8472224089464591","0","all","LightGBM 💡","2026-04-23T08:01:43.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_4","0.941039502620697","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:01:39.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","25","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_4","0.8783136606216431","4","all","TabPFN-v2 🤯","2026-04-23T08:01:31.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","27","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_4","0.9287315011024476","4","all","TabM Ⓜ️","2026-04-23T08:01:28.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","23","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_4","0.9243333341514748","4","all","CatBoost 😸","2026-04-23T08:01:21.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","19","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_4","0.9327668959839392","4","all","LightGBM 💡","2026-04-23T08:01:17.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_3","0.8904624581336975","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:01:03.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","25","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_3","0.869771420955658","3","all","TabPFN-v2 🤯","2026-04-23T08:00:55.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","26","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_3","-105643.2109375","3","all","TabM Ⓜ️","2026-04-23T08:00:53.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","24","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_3","-29.78985537948188","3","all","CatBoost 😸","2026-04-23T08:00:52.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","16","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_3","-4091.095015690708","3","all","LightGBM 💡","2026-04-23T08:00:40.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_2","0.9087972640991212","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:00:26.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","24","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_2","0.8955929279327393","2","all","TabPFN-v2 🤯","2026-04-23T08:00:22.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","26","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_2","0.015823185443878174","2","all","TabM Ⓜ️","2026-04-23T08:00:20.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","27","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_2","-7.101672145462695","2","all","CatBoost 😸","2026-04-23T08:00:18.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","16","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_2","-1616.9562065501823","2","all","LightGBM 💡","2026-04-23T08:00:04.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_1","0.9474249482154846","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:59:49.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","26","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_1","0.8761560320854187","1","all","TabPFN-v2 🤯","2026-04-23T07:59:47.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","28","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_1","0.9359270930290222","1","all","TabM Ⓜ️","2026-04-23T07:59:46.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","27","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_1","0.936969508835012","1","all","CatBoost 😸","2026-04-23T07:59:35.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","23","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_1","0.9375735315526482","1","all","LightGBM 💡","2026-04-23T07:59:25.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.9058866500854492","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:59:22.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","23","tf-idf","false"
"tabpfnv2_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.9017276167869568","0","all","TabPFN-v2 🤯","2026-04-23T07:59:13.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","27","tf-idf","false"
"tabm_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.06362766027450562","0","all","TabM Ⓜ️","2026-04-23T07:59:07.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","25","tf-idf","false"
"cat_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","0.8258598683660452","0","all","CatBoost 😸","2026-04-23T07:59:02.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","18","tf-idf","false"
"light_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_0","-255.37153185546612","0","all","LightGBM 💡","2026-04-23T07:59:00.000Z","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_4","0.9997000791810552","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:58:46.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","20","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_4","0.9749253905478488","4","all","TabPFN-v2 🤯","2026-04-23T07:58:40.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","21","tf-idf","false"
"tabm_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_4","0.9375096819476336","4","all","TabM Ⓜ️","2026-04-23T07:58:37.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","17","tf-idf","false"
"cat_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_4","0.9788424569160634","4","all","CatBoost 😸","2026-04-23T07:58:34.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","25","tf-idf","false"
"light_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_4","0.9706005940711367","4","all","LightGBM 💡","2026-04-23T07:58:24.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_3","0.9993855661211656","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:58:18.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","18","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_3","0.926046660095809","3","all","TabPFN-v2 🤯","2026-04-23T07:58:09.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","21","tf-idf","false"
"tabm_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_3","0.9077710307365946","3","all","TabM Ⓜ️","2026-04-23T07:58:06.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","22","tf-idf","false"
"cat_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_3","0.9730310033852956","3","all","CatBoost 😸","2026-04-23T07:57:56.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","25","tf-idf","false"
"light_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_3","0.9691404263434948","3","all","LightGBM 💡","2026-04-23T07:57:55.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","18","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_2","0.9475169362807666","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:57:47.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","18","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_2","0.9006497793517853","2","all","TabPFN-v2 🤯","2026-04-23T07:57:39.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","21","tf-idf","false"
"tabm_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_2","0.9592789315326208","2","all","TabM Ⓜ️","2026-04-23T07:57:32.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","19","tf-idf","false"
"cat_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_2","0.8674422036959797","2","all","CatBoost 😸","2026-04-23T07:57:28.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","22","tf-idf","false"
"light_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_2","0.8565697078666559","2","all","LightGBM 💡","2026-04-23T07:57:25.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_1","0.9991207561367744","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:57:12.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","20","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_1","0.8810157660691176","1","all","TabPFN-v2 🤯","2026-04-23T07:57:05.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","21","tf-idf","false"
"tabm_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_1","0.9191123428361476","1","all","TabM Ⓜ️","2026-04-23T07:57:03.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","18","tf-idf","false"
"cat_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_1","0.9549947630021752","1","all","CatBoost 😸","2026-04-23T07:57:01.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","24","tf-idf","false"
"light_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_1","0.932153343758386","1","all","LightGBM 💡","2026-04-23T07:56:55.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.999632547972894","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:56:37.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","22","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.959768222701794","0","all","TabPFN-v2 🤯","2026-04-23T07:56:36.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","21","tf-idf","false"
"tabm_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.9678557994743264","0","all","TabM Ⓜ️","2026-04-23T07:56:33.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","20","tf-idf","false"
"cat_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.992582385850561","0","all","CatBoost 😸","2026-04-23T07:56:26.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","23","tf-idf","false"
"light_REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT_0","0.988207711953499","0","all","LightGBM 💡","2026-04-23T07:56:11.000Z","REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT","15","tf-idf","false"
