ResponseName,ReleaseDate,Metacritic,RecommendationCount,IsFree,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial
Remember Me,Jun 3 2013,65,7310,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
A Valley Without Wind 2,Feb 18 2013,68,184,True,False,True,True,True,False,True,False,False,False,False,False,False,False,14.99
Ace Combat Assault Horizon - Enhanced Edition,Jan 24 2013,77,3393,False,False,False,True,False,False,False,False,True,False,False,False,False,False,19.99
Cubemen 2,Apr 8 2013,68,186,False,False,True,False,False,False,True,False,False,False,False,False,False,False,7.99
TrackMania2 Canyon,Feb 27 2013,81,916,False,False,False,False,False,False,False,False,False,False,False,True,True,False,19.99
Ashes of the Singularity,Mar 31 2016,69,1381,False,False,True,False,False,False,True,False,True,False,False,False,False,False,39.99
Skulls of the Shogun,Jul 29 2013,72,422,False,False,True,False,False,False,True,False,False,False,False,False,False,False,9.99
Dungeon Hearts,Mar 28 2013,73,478,False,False,True,False,False,True,True,False,False,False,False,False,False,False,2.99
Dream,Jul 31 2015,59,805,False,False,True,False,True,False,False,False,False,False,False,False,False,False,16.99
Bientot lete,Feb 6 2013,62,224,False,False,True,False,False,True,False,False,True,False,False,False,False,False,9.99
A Fistful of Gun,Sep 23 2015,60,350,False,False,True,True,False,False,False,False,False,False,False,False,False,False,12.99
ShootMania Storm,Apr 10 2013,76,659,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Armada 2526 Gold Edition,Feb 28 2013,66,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,19.99
The Age of Decadence,Oct 14 2015,81,973,False,False,True,False,False,False,False,True,False,False,False,False,False,False,29.99
Incredipede,Mar 18 2013,74,301,False,False,True,False,True,False,False,False,True,False,False,False,False,False,9.99
War for the Overworld,Apr 2 2015,65,2508,False,False,True,False,False,False,True,False,False,False,False,False,False,False,29.99
Divinity: Original Sin (Classic),Jun 30 2014,87,11048,False,False,True,False,True,False,True,True,False,False,False,False,False,False,0.0
Akaneiro: Demon Hunters,Nov 25 2014,53,244,True,False,True,True,False,False,False,True,False,False,True,False,False,False,0.0
Warframe,Mar 25 2013,68,97562,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
Lords of Football,Apr 5 2013,52,215,False,False,True,False,False,False,True,False,True,False,False,True,False,False,14.99
La-Mulana,Apr 15 2013,80,1359,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
The Night of the Rabbit,May 28 2013,75,1010,False,False,True,False,True,False,False,False,False,False,False,False,False,False,159.99
Daylight,Apr 29 2014,51,1517,False,False,True,True,True,True,False,False,False,False,False,False,False,False,9.99
Starseed Pilgrim,Apr 16 2013,83,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0
Storm,Jun 27 2013,63,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.99
Beatbuddy: Tale of the Guardians,Aug 6 2013,75,0,False,False,True,True,True,True,False,False,False,False,False,False,False,False,9.99
The Swapper,May 30 2013,87,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Kentucky Route Zero,Feb 22 2013,81,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,24.99
MirrorMoon EP,Sep 4 2013,73,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Deadfall Adventures,Nov 15 2013,53,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.0
Company of Heroes 2,Jun 25 2013,80,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.99
Spider-Man(tm): Shattered Dimensions,Oct 23 2015,68,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
Eador. Masters of the Broken World,Apr 19 2013,74,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,19.99
Gone Home,Aug 15 2013,86,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
Mars: War Logs,Apr 26 2013,59,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,49.99
POSTAL,Mar 21 2013,56,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.99
Broken Age,Jan 28 2014,73,0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,24.99
Stronghold Crusader 2,Sep 22 2014,65,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0
Thunder Wolves,May 15 2013,69,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,9.99
Defense Technica,Oct 24 2013,63,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,14.99
Shadow Warrior,Sep 26 2013,73,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,39.99
LUFTRAUSERS,Mar 18 2014,80,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,9.99
Final Exam,Nov 5 2013,66,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Air Conflicts: Vietnam,Oct 2 2013,43,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,17.99
Kairo,Apr 24 2013,76,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.99
Planetary Annihilation,Sep 5 2014,62,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.99
Far Cry 3 - Blood Dragon,May 1 2013,81,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99
Murdered: Soul Suspect,Jun 3 2014,59,0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,29.99
Avadon 2: The Corruption,Oct 30 2013,82,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,9.99
The Raven - Legacy of a Master Thief,Jul 23 2013,74,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.99
Prison Architect,Oct 6 2015,83,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,29.99
Evoland,Apr 4 2013,61,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,9.99
Sword of the Stars: The Pit,,68,0,False,False,True,False,False,True,True,True,False,False,False,False,False,False,12.99
Surgeon Simulator 2013,Apr 19 2013,71,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,9.99
Worms Clan Wars,Aug 15 2013,73,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24.99
UnEpic,Jul 25 2014,68,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,12.99
Mad Max,Sep 1 2015,73,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,39.99
Strike Suit Infinity,,66,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,39.99
Shattered Haven,Mar 18 2013,59,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Teleglitch: Die More Edition,Jul 24 2013,78,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,12.99
Rising Storm Game of the Year Edition,May 30 2013,82,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
War of the Vikings,Apr 15 2014,62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,24.99
Project CARS,Mar 15 2015,83,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,29.99
Shadowrun Returns,Jul 25 2013,76,0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,14.99
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,Oct 24 2013,80,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.0
Poker Night 2,Apr 26 2013,75,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4.99
Anodyne,Mar 22 2013,75,807,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Dyscourse,Mar 25 2015,71,330,False,False,True,False,True,True,False,False,True,False,False,False,False,False,14.99
Bad Bots,,49,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0
STRIDER(tm) / sutoraidaFei Long (r),Feb 19 2014,78,1735,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99
Original War,Jan 27 2014,61,479,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4.99
Prime World,Mar 31 2014,65,2745,True,False,False,True,False,False,False,True,False,False,True,False,False,True,0.0
Prime World: Defenders,Jun 5 2013,58,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,9.99
METAL GEAR RISING: REVENGEANCE,Jan 9 2014,83,11188,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
Warhammer: End Times - Vermintide,Oct 23 2015,79,9843,False,False,True,True,False,False,False,False,False,False,False,False,False,False,29.99
Cubetractor,,75,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.0
Audiosurf 2,May 26 2015,76,3064,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.99
Element4l,May 24 2013,77,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,8.99
Tetrobot and Co.,Oct 15 2013,72,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
Horizon,Feb 6 2014,58,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,29.99
Starpoint Gemini 2,Sep 26 2014,70,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,34.99
War Thunder,Aug 15 2013,82,0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0.0
DARK SOULS(tm) II,Apr 25 2014,91,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,39.99
Hexodius,Jun 21 2013,47,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Takedown: Red Sabre,Feb 10 2014,34,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,4.99
Blood Bowl 2,Sep 22 2015,76,1925,False,False,False,False,False,False,True,False,False,False,False,True,False,False,44.99
Anomaly 2,May 15 2013,77,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,14.99
Europa Universalis IV,Aug 13 2013,87,18642,False,False,False,False,False,False,True,False,True,False,False,False,False,False,39.99
Frozen Cortex,Feb 19 2015,79,237,False,False,True,False,False,False,True,False,False,False,False,True,False,False,24.99
Expeditions: Conquistador,May 30 2013,77,809,False,False,True,False,False,False,True,True,False,False,False,False,False,False,19.99
Battle Worlds: Kronos,Nov 4 2013,71,187,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
DuckTales: Remastered,Aug 13 2013,66,2669,False,False,False,True,True,True,False,False,False,False,False,False,False,False,14.99
Angry Video Game Nerd Adventures,Sep 20 2013,77,2250,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Dreamfall Chapters,Oct 21 2014,72,1917,False,False,True,False,True,False,False,False,False,False,False,False,False,False,29.99
Agarest: Generations of War,Feb 4 2014,45,1457,False,False,False,False,True,False,True,True,False,False,False,False,False,False,14.99
Transistor,May 20 2014,83,13687,False,False,True,True,False,False,False,True,False,False,False,False,False,False,19.99
UFO: Afterlight,Jan 6 2014,71,272,False,False,True,False,False,False,True,False,False,False,False,False,False,False,6.99
Memento Mori 2,May 13 2014,65,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,24.99
The Banner Saga,Jan 14 2014,80,8023,False,False,True,False,False,False,True,True,False,False,False,False,False,False,19.99
Deus Ex: Human Revolution - Directors Cut,Oct 25 2013,91,8724,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99
System Shock 2,May 10 2013,92,3216,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.99
Legend of Dungeon,Sep 13 2013,62,1330,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99
Outlast,Sep 4 2013,80,23548,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Magicka 2,May 26 2015,69,2894,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99
Contagion,Oct 25 2013,62,10971,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
BattleBlock Theater(r),May 15 2014,85,31040,False,False,True,True,True,True,False,False,False,False,False,False,False,False,14.99
Fist Puncher,Jun 21 2013,73,197,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Might & Magic X - Legacy,Jan 23 2014,70,1983,False,False,False,False,False,False,False,True,False,False,False,False,False,False,24.99
Citadels,Jul 25 2013,20,358,False,False,False,True,False,False,True,False,False,False,False,False,False,False,14.99
Skyward Collapse,May 23 2013,64,261,False,False,True,False,False,False,True,False,True,False,False,False,False,False,4.99
Bionic Dues,Oct 8 2013,71,713,False,False,True,False,False,False,True,True,False,False,False,False,False,False,9.99
Path of Exile,Oct 23 2013,86,33124,True,False,True,True,True,False,False,True,False,False,True,False,False,True,0.0
Papers Please,Aug 8 2013,85,16216,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Hammerwatch,Aug 12 2013,72,4760,False,False,True,True,True,False,False,True,False,False,False,False,False,False,9.99
Samurai Gunn,Dec 10 2013,78,309,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99
FINAL FANTASY III,May 27 2014,68,827,False,False,False,False,False,False,False,True,False,False,False,False,False,False,15.99
Dying Light: The Following - Enhanced Edition,Jan 26 2015,87,32099,False,False,False,True,False,False,False,True,False,False,False,False,False,False,59.99
Thief,Feb 27 2014,70,10768,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
Amnesia: A Machine for Pigs,Sep 10 2013,72,4069,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
The Mighty Quest For Epic Loot,Feb 25 2014,64,11512,True,False,False,True,True,False,True,True,False,False,True,False,False,False,0.0
Castlevania: Lords of Shadow 2,Feb 25 2014,58,1923,False,False,False,True,True,False,False,False,False,False,False,False,False,False,39.99
Spelunky,Aug 8 2013,90,6079,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.99
Game Dev Tycoon,Aug 29 2013,68,21796,False,False,True,False,False,True,True,False,True,False,False,False,False,False,9.99
Dead State: Reanimated,Dec 4 2014,70,1454,False,False,True,False,False,False,True,True,False,False,False,False,False,False,19.99
Quadrilateral Cowboy,Jul 25 2016,82,238,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
WWE 2K15,Apr 28 2015,70,2879,False,False,False,True,False,False,False,False,True,False,False,True,False,False,49.99
Rain Blood Chronicles: Mirage,Nov 11 2013,68,137,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Wasteland 2: Directors Cut,Sep 18 2014,87,6613,False,False,True,False,True,False,True,True,False,False,False,False,False,False,39.99
Half Minute Hero: The Second Coming,Apr 4 2014,79,358,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99
Sherlock Holmes: Crimes and Punishments,Sep 29 2014,77,1406,False,False,False,False,True,False,False,False,False,False,False,False,False,False,29.99
Ittle Dew,Jul 23 2013,67,763,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
CastleStorm,Jul 29 2013,73,1017,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99
State of Decay,Nov 5 2013,79,17042,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0.0
The Crew(tm),Dec 1 2014,71,10427,False,False,False,True,False,False,False,False,False,False,False,False,True,True,29.99
Rogue Legacy,Jun 27 2013,85,12332,False,False,True,True,False,False,False,True,False,False,False,False,False,False,14.99
Inquisitor,August 2013,64,359,False,False,True,False,False,False,False,True,False,False,False,False,False,False,9.99
Guncraft,Aug 9 2013,73,1202,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Kill to Collect,Apr 6 2016,57,118,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Goodbye Deponia,Oct 17 2013,80,900,False,False,True,False,True,False,False,False,False,False,False,False,False,False,159.99
Sorcerer King,Jul 16 2015,75,468,False,False,True,False,False,False,True,True,False,False,False,False,False,False,24.99
Joe Danger 2: The Movie,Jun 24 2013,82,325,False,False,True,True,False,True,False,False,False,False,False,False,True,False,14.99
Vector Thrust,Jul 2 2015,57,418,False,False,True,True,False,False,False,False,True,False,False,False,False,False,24.99
The Chaos Engine,Aug 29 2013,40,276,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Rayman(r) Legends,Sep 3 2013,89,2290,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
Space Hulk,Aug 15 2013,58,1644,False,False,True,False,False,False,True,False,False,False,False,False,False,False,24.99
Nuclear Throne,Dec 5 2015,88,6652,False,False,True,True,False,False,False,True,False,False,False,False,False,False,11.99
140,Oct 16 2013,80,2622,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Verdun,Apr 28 2015,70,15969,False,False,True,True,False,False,True,False,True,False,False,False,False,False,24.99
Sir You Are Being Hunted,May 2 2014,63,2853,False,False,True,True,False,False,False,False,False,False,False,False,False,False,19.99
Anachronox,Oct 17 2013,77,165,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.99
Startopia,Oct 10 2013,86,349,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.99
Glare,Oct 10 2013,69,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Mushroom 11,Oct 15 2015,78,296,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Memoria,Aug 29 2013,79,792,False,False,True,False,True,False,False,False,False,False,False,False,False,False,159.99
FRACT OSC,Apr 22 2014,75,443,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.99
Urban Trial Freestyle,Sep 18 2013,58,1346,False,False,False,True,False,False,False,False,True,False,False,True,True,False,6.99
Watch_Dogs(tm),May 26 2014,77,17516,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
PixelJunk(tm) Monsters Ultimate,Aug 26 2013,72,635,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Gas Guzzlers Extreme,Oct 8 2013,73,1799,False,False,False,True,False,False,False,False,False,False,False,True,True,False,24.99
Tom Clancys Ghost Recon Phantoms - NA,Apr 10 2014,70,19042,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
Bound By Flame,May 8 2014,56,2093,False,False,False,True,False,False,False,True,False,False,False,False,False,False,29.99
Invisible Inc.,May 12 2015,82,2209,False,False,True,True,False,False,True,False,False,False,False,False,False,False,19.99
Rise of Flight United,Sep 5 2013,77,910,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0
Homeworld Remastered Collection,Feb 25 2015,86,4370,False,False,False,False,False,False,True,False,True,False,False,False,False,False,34.99
Assetto Corsa,Dec 19 2014,85,8286,False,False,True,False,False,False,False,False,True,False,False,True,True,False,29.99
Men of War: Assault Squad 2,May 15 2014,68,6725,False,False,False,True,False,False,True,False,True,False,False,False,False,False,29.99
Face Noir,Oct 17 2013,59,167,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Shelter,Aug 28 2013,69,2115,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Divekick,Aug 20 2013,73,1514,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Foul Play,Sep 18 2013,69,500,False,False,True,True,True,True,False,False,False,False,False,False,False,False,14.99
Homesick,May 28 2015,72,530,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Where is my Heart?,May 29 2014,74,128,False,False,True,False,True,True,False,False,False,False,False,False,False,False,7.99
The Novelist,Dec 10 2013,66,744,False,False,True,False,True,True,False,False,False,False,False,False,False,False,14.99
Skullgirls,Aug 22 2013,83,10264,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
ENSLAVED(tm): Odyssey to the West(tm) Premium Edition,Oct 24 2013,70,2664,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Etherium,Mar 25 2015,62,756,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Wizardry 8,Sep 10 2013,85,293,False,False,False,False,True,False,False,True,False,False,False,False,False,False,9.99
Democracy 3,Oct 14 2013,70,4376,False,False,True,False,False,False,True,False,True,False,False,False,False,False,24.99
Trials Fusion(tm),Apr 24 2014,80,1364,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19.99
Tropico 5,May 23 2014,75,6001,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24.99
Hack n Slash,Sep 9 2014,73,606,False,False,True,False,True,True,False,False,False,False,False,False,False,False,13.37
Spacebase DF-9,Oct 27 2014,49,3256,False,False,True,False,False,False,True,False,True,False,False,False,False,False,9.99
MASSIVE CHALICE,Jun 1 2015,73,1022,False,False,True,False,False,False,True,False,False,False,False,False,False,False,19.99
Strike Vector,Jan 28 2014,73,2305,False,False,True,True,False,False,False,False,False,False,False,False,False,False,11.99
Wayward Manor,Jul 15 2014,41,0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,6.99
Legends of Eisenwald,Jul 2 2015,71,816,False,False,True,False,True,False,True,True,False,False,False,False,False,False,19.99
BeatBlasters III,Feb 21 2014,56,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
FATE,Dec 12 2013,80,703,False,False,False,True,True,False,False,True,False,False,False,False,False,False,7.99
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,Sep 26 2013,84,261,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Talisman: Digital Edition,Feb 25 2014,51,2581,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99
Crypt of the NecroDancer,Apr 23 2015,87,6604,False,False,True,True,False,False,False,True,False,False,False,False,False,False,14.99
Soundodger+,Oct 11 2013,78,435,False,False,True,False,False,True,False,False,False,False,False,False,False,False,7.99
Volgarr the Viking,Sep 13 2013,76,1556,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Deadly Premonition: The Directors Cut,Oct 29 2013,59,1991,False,False,False,True,True,False,False,False,False,False,False,False,False,False,24.99
Nether: Resurrected,Jun 5 2014,57,16685,False,False,True,True,False,False,False,True,True,False,False,False,False,True,4.99
Redshirt,Nov 13 2013,62,351,False,False,True,False,False,False,True,True,True,False,False,False,False,False,9.99
Sniper Elite: Nazi Zombie Army 2,Oct 31 2013,53,3251,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99
Sacred 3,Aug 5 2014,57,3061,False,False,False,True,False,False,False,True,False,False,False,False,False,False,14.99
Freedom Planet,Jul 21 2014,81,2710,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Dominions 3: The Awakening,Sep 10 2013,82,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,19.99
Megabyte Punch,Oct 15 2013,69,668,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Door Kickers,Oct 20 2014,83,2989,False,False,True,True,False,False,True,False,True,False,False,False,False,False,19.99
A Walk in the Dark,Nov 7 2013,67,325,False,False,True,True,False,False,False,False,False,False,False,False,False,False,6.99
Risk of Rain,Nov 8 2013,77,18506,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99
NEO Scavenger,Dec 15 2014,77,2320,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99
Dungeon of the Endless(tm),Oct 27 2014,79,5463,False,False,True,False,True,False,True,True,False,False,False,False,False,False,11.99
LEGO(r) Marvel(tm) Super Heroes,Oct 22 2013,78,7185,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Risen 3 - Titan Lords,Aug 12 2014,65,2429,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14.99
Carmageddon: Reincarnation,May 21 2015,54,2844,False,False,True,True,False,False,False,False,False,False,False,False,True,False,29.99
The Castle Doctrine,Jan 29 2014,58,355,False,False,True,False,False,False,True,False,False,False,False,False,False,True,15.99
Teslagrad,Dec 13 2013,77,981,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99
Blackguards,Jan 22 2014,68,1911,False,False,True,False,False,False,True,True,False,False,False,False,False,False,39.99
Scribblenauts Unmasked: A DC Comics Adventure,Sep 24 2013,68,1202,False,False,False,True,True,True,True,False,False,False,False,False,False,False,19.99
FORCED: Slightly Better Edition,Oct 24 2013,72,2102,False,False,True,True,True,False,False,True,False,False,False,False,False,False,14.99
Lilly Looking Through,Nov 1 2013,71,529,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Life Goes On: Done to Death,Apr 17 2014,73,264,False,False,True,True,True,True,False,False,False,False,False,False,False,False,12.99
Assault Android Cactus,Sep 23 2015,79,745,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Jazzpunk,Feb 7 2014,75,3395,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
The Wolf Among Us,Oct 11 2013,85,16289,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.99
Knock-knock,Oct 4 2013,57,734,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99
How to Survive,Aug 29 2014,60,13108,False,False,False,True,True,False,False,True,False,False,False,False,False,False,14.99
UnderRail,Dec 18 2015,72,906,False,False,True,False,False,False,False,True,False,False,False,False,False,False,14.99
Fight The Dragon,Dec 4 2014,76,1092,False,False,True,False,False,False,False,True,False,False,False,False,False,False,14.99
Among the Sleep,May 29 2014,66,3227,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Croixleur Sigma,Apr 30 2014,56,298,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7.99
Super Time Force Ultra,Aug 25 2014,80,603,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Shovel Knight,Jun 26 2014,85,6216,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Wargame: Red Dragon,Apr 17 2014,78,5709,False,False,False,False,False,False,True,False,False,False,False,False,False,False,39.99
Chroma Squad,Apr 30 2015,75,1395,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99
The Legend of Heroes: Trails in the Sky,Jul 29 2014,85,2281,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19.99
Livelock,Aug 30 2016,76,160,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Corpse Party,Apr 25 2016,71,188,False,False,True,False,True,False,False,True,False,False,False,False,False,False,14.99
The Legend of Heroes: Trails in the Sky SC,Oct 29 2015,80,503,False,False,False,False,False,False,False,True,False,False,False,False,False,False,29.99
The Inner World,Sep 27 2013,72,429,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
TowerFall Ascension,Mar 11 2014,87,1371,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Gravity Ghost,Jan 26 2015,75,221,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.99
Constant C,Mar 11 2014,60,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,9.99
The Impossible Game,May 8 2014,64,986,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.99
Speedball 2 HD,Dec 5 2013,53,478,False,False,True,True,False,False,False,False,False,False,False,True,False,False,9.99
Stick it to The Man!,Dec 13 2013,83,476,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Master Reboot,Oct 29 2013,59,562,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Long Live The Queen,Nov 8 2013,67,5157,False,False,True,False,False,False,True,True,True,False,False,False,False,False,9.99
Valdis Story: Abyssal City,Oct 30 2013,83,1758,False,False,True,True,False,False,False,True,False,False,False,False,False,False,14.99
Lovers in a Dangerous Spacetime,Sep 9 2015,80,593,False,False,True,True,False,False,False,False,True,False,False,False,False,False,14.99
Divide By Sheep,Jul 2 2015,83,306,False,False,True,False,True,True,False,False,False,False,False,False,False,False,4.99
YAIBA: NINJA GAIDEN Z,Mar 21 2014,49,155,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
Syder Arcade,Oct 24 2013,76,549,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Slender: The Arrival,Oct 28 2013,65,3832,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
SteamWorld Dig,Dec 5 2013,76,2971,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
StarDrive 2,Apr 9 2015,70,1447,False,False,True,False,False,False,True,False,False,False,False,False,False,False,29.99
