"Name","test_score","fold","Created","dataset","model","multimodal_state","dino_model","Runtime","train_peak_gpu_gb","train_peak_cpu_gb"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7510235191637631","3","2026-04-01T21:13:54.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","ft","dino-large","736","17.5517578125","24.53548812866211"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7292682926829268","3","2026-04-01T21:13:50.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","all","dino-large","294","2.6826171875","12.352676391601562"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7514590592334495","3","2026-04-01T21:13:33.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","ft","dino-large","720","17.5380859375","24.83810043334961"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7410496515679442","3","2026-04-01T21:13:21.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","all","dino-large","317","2.6572265625","12.353397369384766"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7513066202090593","3","2026-04-01T21:13:04.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","ft","dino-large","733","17.5380859375","24.51231384277344"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7417465156794424","3","2026-04-01T21:12:15.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","all","dino-large","293","2.6572265625","12.282947540283203"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.8181075783972125","2","2026-04-01T21:11:45.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2 🤯","ft","dino-large","938","16.4716796875","27.439449310302734"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7922364982578397","2","2026-04-01T21:09:15.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2 🤯","all","dino-large","332","2.6572265625","13.63900375366211"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.8304224738675958","2","2026-04-01T21:09:09.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2p5 🇩🇪","ft","dino-large","1140","16.4716796875","27.459373474121097"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.8005662020905924","2","2026-04-01T21:08:09.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2p5 🇩🇪","all","dino-large","334","2.6572265625","13.61474609375"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7248040069686411","2","2026-04-01T21:07:36.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","ft","dino-large","680","17.5537109375","25.074604034423828"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7410714285714286","2","2026-04-01T21:07:15.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","all","dino-large","292","2.6826171875","12.2562255859375"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7710365853658535","2","2026-04-01T21:06:49.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","ft","dino-large","680","17.5400390625","25.144065856933594"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7583188153310104","2","2026-04-01T21:06:45.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","all","dino-large","296","2.6572265625","12.252113342285156"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7602134146341464","2","2026-04-01T21:04:46.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","ft","dino-large","667","17.5400390625","25.060657501220703"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_2","0.7472778745644599","2","2026-04-01T21:03:38.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","all","dino-large","324","2.6572265625","12.315650939941406"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7831990418118467","1","2026-04-01T21:03:19.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2 🤯","ft","dino-large","1036","16.4697265625","27.08380126953125"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7963523519163762","1","2026-04-01T21:03:17.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2 🤯","all","dino-large","350","2.6572265625","13.533546447753906"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.8003593205574914","1","2026-04-01T21:02:28.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2p5 🇩🇪","ft","dino-large","977","16.4716796875","27.324298858642575"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7990527003484321","1","2026-04-01T21:01:33.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2p5 🇩🇪","all","dino-large","308","2.6572265625","13.526954650878906"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7548562717770035","1","2026-04-01T20:59:54.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","ft","dino-large","903","17.5517578125","24.776535034179688"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7526785714285715","1","2026-04-01T20:59:45.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","all","dino-large","296","2.6826171875","12.271263122558594"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7418336236933798","1","2026-04-01T20:57:05.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","all","dino-large","368","2.6572265625","12.388668060302734"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7449477351916376","1","2026-04-01T20:57:05.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","ft","dino-large","979","17.5380859375","24.86478805541992"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7253266550522648","1","2026-04-01T20:57:04.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","ft","dino-large","1001","17.5380859375","24.76702880859375"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_1","0.7327526132404181","1","2026-04-01T20:57:04.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","all","dino-large","364","2.6572265625","12.32748794555664"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.8494229094076653","0","2026-04-01T20:57:03.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2p5 🇩🇪","ft","dino-large","952","16.4697265625","27.05584716796875"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.819022212543554","0","2026-04-01T20:57:03.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2 🤯","all","dino-large","386","2.6572265625","13.47909164428711"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.8336236933797909","0","2026-04-01T20:57:03.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2 🤯","ft","dino-large","967","16.4697265625","27.05556869506836"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.8440331010452962","0","2026-04-01T20:56:47.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabPFN-v2p5 🇩🇪","all","dino-large","337","2.6572265625","13.549427032470703"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.8217116724738677","0","2026-04-01T20:54:34.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","ft","dino-large","773","17.5400390625","25.174850463867188"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.7474303135888503","0","2026-04-01T20:54:34.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","all","dino-large","312","2.6826171875","12.363174438476562"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.7520034843205575","0","2026-04-01T20:54:34.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","TabM Ⓜ️","ft","dino-large","754","17.5537109375","25.10657119750977"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.7843423344947735","0","2026-04-01T20:54:25.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","CatBoost 😸","all","dino-large","315","2.6572265625","12.404544830322266"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.7947517421602788","0","2026-04-01T20:54:24.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","ft","dino-large","736","17.5400390625","25.050552368164062"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_0","0.7677700348432056","0","2026-04-01T20:54:24.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","LightGBM 💡","all","dino-large","426","2.6572265625","12.374393463134766"
"tabpfnv2_REG_IMAGE_HNM_FASHION_4","0.30854999937371996","4","2026-04-01T20:48:34.000Z","REG_IMAGE_HNM_FASHION","TabPFN-v2 🤯","ft","dino-large","1042","14.8486328125","5.970088958740234"
"tabpfnv2_REG_IMAGE_HNM_FASHION_4","0.29189503083263757","4","2026-04-01T19:19:57.000Z","REG_IMAGE_HNM_FASHION","TabPFN-v2 🤯","all","dino-large","1233","2.6884765625","2.594444274902344"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.670873200048757","4","2026-03-30T14:07:32.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","ft","dino-large","1325","14.8486328125","5.82293701171875"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.654749848255749","4","2026-03-30T14:00:46.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","all","dino-large","853","2.6884765625","2.6487998962402344"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.6657431821312698","4","2026-03-30T13:57:51.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","ft","dino-large","1254","16.7763671875","5.926399230957031"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.6513152613519604","4","2026-03-30T13:50:28.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","all","dino-large","770","2.7158203125","2.571979522705078"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.6606385608845957","4","2026-03-30T13:46:23.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","ft","dino-large","1261","16.7548828125","5.957500457763672"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.6315062654885493","4","2026-03-30T13:43:10.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","all","dino-large","875","2.6884765625","2.93490219116211"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.6435181805720838","4","2026-03-30T13:40:22.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","ft","dino-large","1196","16.7548828125","5.913482666015625"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_4","0.6049413366491871","4","2026-03-30T13:39:33.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","all","dino-large","783","2.6884765625","2.5556488037109375"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6433776757288234","3","2026-03-30T13:38:02.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","ft","dino-large","1356","14.8486328125","5.761669158935547"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6153063170616899","3","2026-03-30T13:33:07.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","all","dino-large","792","2.6884765625","2.6014366149902344"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6599199958521913","3","2026-03-30T13:28:05.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","ft","dino-large","1338","14.8486328125","5.813743591308594"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.639332566695424","3","2026-03-30T13:25:43.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","all","dino-large","776","2.6884765625","2.624847412109375"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6428500607125422","3","2026-03-30T13:21:16.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","ft","dino-large","1307","16.7763671875","5.901134490966797"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6202341702586757","3","2026-03-30T13:19:51.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","all","dino-large","834","2.7177734375","2.491138458251953"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6427080644436176","3","2026-03-30T13:18:39.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","ft","dino-large","1296","16.7548828125","6.167186737060547"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.616330252415062","3","2026-03-30T13:16:01.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","all","dino-large","830","2.6884765625","2.7131423950195312"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.6240770055611778","3","2026-03-30T13:15:48.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","ft","dino-large","1330","16.7548828125","5.920139312744141"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_3","0.5982757067585576","3","2026-03-30T13:13:18.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","all","dino-large","883","2.6884765625","2.573596954345703"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6360716068129111","2","2026-03-30T13:12:54.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","ft","dino-large","1590","14.8486328125","5.605632781982422"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6143038427516929","2","2026-03-30T13:10:18.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","all","dino-large","950","2.6884765625","2.689300537109375"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6450682304222812","2","2026-03-30T13:09:48.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","ft","dino-large","1388","14.8486328125","5.783802032470703"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6286690356771201","2","2026-03-30T13:06:10.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","all","dino-large","746","2.6884765625","2.5949630737304688"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6355661129172524","2","2026-03-30T13:06:01.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","ft","dino-large","1171","16.7763671875","5.922416687011719"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6207824039028926","2","2026-03-30T13:05:32.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","all","dino-large","620","2.7177734375","2.509559631347656"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6244689597616503","2","2026-03-30T13:04:54.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","ft","dino-large","1192","16.7548828125","5.936820983886719"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.5998014284932374","2","2026-03-30T13:04:25.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","all","dino-large","694","2.6884765625","2.78683090209961"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.6076995940569525","2","2026-03-30T13:01:51.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","ft","dino-large","1157","16.7548828125","5.851531982421875"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_2","0.5790111603010382","2","2026-03-30T13:00:49.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","all","dino-large","565","2.6884765625","2.544963836669922"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.6280939429969177","1","2026-03-30T12:57:50.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","ft","dino-large","1315","14.8486328125","5.8736572265625"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.5936587616816233","1","2026-03-30T12:57:46.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","all","dino-large","927","2.6884765625","2.8921852111816406"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.6332329272384136","1","2026-03-30T12:56:53.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","ft","dino-large","1242","14.8486328125","5.758174896240234"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.601700736096139","1","2026-03-30T12:56:43.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","all","dino-large","712","2.6884765625","2.687023162841797"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.6279879929081611","1","2026-03-30T12:56:19.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","ft","dino-large","1164","16.7763671875","5.9945068359375"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.6093633428601286","1","2026-03-30T12:54:39.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","all","dino-large","931","2.7158203125","2.5779800415039062"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.625270126260749","1","2026-03-30T12:53:39.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","ft","dino-large","2446","16.7548828125","6.098590850830078"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.5946962766217165","1","2026-03-30T12:51:59.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","all","dino-large","767","2.6884765625","2.7978782653808594"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.6162579912600465","1","2026-03-30T12:51:54.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","ft","dino-large","1251","16.7548828125","5.916515350341797"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_1","0.571764489388135","1","2026-03-30T12:50:16.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","all","dino-large","626","2.6884765625","2.553455352783203"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6501674279428944","0","2026-03-30T12:50:03.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","ft","dino-large","1156","14.8486328125","5.603218078613281"
"tabpfnv2_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.617692694061263","0","2026-03-30T12:48:42.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2 🤯","all","dino-large","703","2.6884765625","2.6295394897460938"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6592207430295738","0","2026-03-30T12:46:33.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","ft","dino-large","1164","14.8486328125","5.82049560546875"
"tabpfnv2p5_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.642255396137257","0","2026-03-30T12:46:33.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabPFN-v2p5 🇩🇪","all","dino-large","606","2.6884765625","2.584331512451172"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6445685698406758","0","2026-03-30T12:46:31.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","ft","dino-large","1174","16.7763671875","5.952972412109375"
"tabm_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6249893368597943","0","2026-03-30T12:45:49.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","TabM Ⓜ️","all","dino-large","656","2.7177734375","2.602092742919922"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6316616861645468","0","2026-03-30T12:45:06.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","ft","dino-large","1218","16.7548828125","5.922817230224609"
"cat_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6036139813376384","0","2026-03-30T12:44:40.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","CatBoost 😸","all","dino-large","786","2.6884765625","2.81170654296875"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.6168497841185179","0","2026-03-30T12:44:32.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","ft","dino-large","1187","16.7548828125","5.9756317138671875"
"light_REG_IMAGE_FASHION_HNM_CONSUMER_AGE_0","0.5965486967069724","0","2026-03-30T12:43:09.000Z","REG_IMAGE_FASHION_HNM_CONSUMER_AGE","LightGBM 💡","all","dino-large","802","2.6884765625","2.5556411743164062"
"tabpfnv2_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9176729489900158","4","2026-03-30T12:42:26.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2 🤯","ft","dino-large","730","14.8310546875","7.244800567626953"
"tabpfnv2_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9084035454755566","4","2026-03-30T12:42:10.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2 🤯","all","dino-large","259","2.6572265625","3.256084442138672"
"tabpfnv2p5_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9179616016872924","4","2026-03-30T12:41:46.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","ft","dino-large","765","14.8310546875","7.165378570556641"
"tabpfnv2p5_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.90993535580322","4","2026-03-30T12:41:26.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","all","dino-large","260","2.6572265625","3.3106231689453125"
"tabm_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9195914638843948","4","2026-03-30T12:40:40.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabM Ⓜ️","ft","dino-large","671","15.8720703125","7.1815948486328125"
"tabm_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9076631538083646","4","2026-03-30T12:40:04.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabM Ⓜ️","all","dino-large","260","2.6845703125","3.274761199951172"
"cat_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9163117289045906","4","2026-03-30T12:39:08.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","CatBoost 😸","ft","dino-large","659","15.8583984375","7.166500091552734"
"cat_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9044814706979992","4","2026-03-30T12:38:32.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","CatBoost 😸","all","dino-large","364","2.6572265625","3.1673507690429688"
"light_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9126437885641504","4","2026-03-30T12:38:19.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","LightGBM 💡","ft","dino-large","696","15.8583984375","7.200233459472656"
"light_BIN_IMAGE_CELEBA_ATTRACTIVENESS_4","0.9002282207287654","4","2026-03-30T12:37:46.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","LightGBM 💡","all","dino-large","259","2.6572265625","3.1310348510742188"
"tabpfnv2_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.9124356784739128","3","2026-03-30T12:37:46.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2 🤯","ft","dino-large","839","14.8310546875","7.425727844238281"
"tabpfnv2_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.9024068732359418","3","2026-03-30T12:35:35.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2 🤯","all","dino-large","405","2.6572265625","3.2448654174804688"
"tabpfnv2p5_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.912231070236155","3","2026-03-30T12:35:00.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","ft","dino-large","816","14.8310546875","7.278312683105469"
"tabpfnv2p5_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.90257296109642","3","2026-03-30T12:34:58.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","all","dino-large","335","2.6572265625","3.297252655029297"
"tabm_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.9125367319311916","3","2026-03-30T12:33:40.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabM Ⓜ️","ft","dino-large","765","15.8720703125","7.167560577392578"
"tabm_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.9008905711121185","3","2026-03-30T12:33:39.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabM Ⓜ️","all","dino-large","272","2.6845703125","3.0569305419921875"
"cat_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.9106807501168118","3","2026-03-30T12:32:33.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","CatBoost 😸","ft","dino-large","744","15.8583984375","7.155891418457031"
"cat_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.8996509153342118","3","2026-03-30T12:32:30.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","CatBoost 😸","all","dino-large","241","2.6572265625","3.2123756408691406"
"light_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.9041633023869629","3","2026-03-30T12:32:29.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","LightGBM 💡","ft","dino-large","756","15.8583984375","7.182647705078125"
"light_BIN_IMAGE_CELEBA_ATTRACTIVENESS_3","0.8960069876964915","3","2026-03-30T12:32:10.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","LightGBM 💡","all","dino-large","259","2.6572265625","3.1533432006835938"
"tabpfnv2_BIN_IMAGE_CELEBA_ATTRACTIVENESS_2","0.9244795496817816","2","2026-03-30T12:30:58.000Z","BIN_IMAGE_CELEBA_ATTRACTIVENESS","TabPFN-v2 🤯","ft","dino-large","722","14.8310546875","7.30975341796875"
