"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","State","train_peak_cpu_gb","train_peak_gpu_gb"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_2","0.8543824796150183","2","all","TabPFN-v2p5 🇩🇪","2026-04-03T23:59:42.000Z","REG_TEXT_BOOK_READABILITY","205","finished","1.6783447265625","1.0986328125"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8526751128202702","4","ft","TabM Ⓜ️","2026-04-03T17:15:24.000Z","REG_TEXT_ZOMATO_RESTAURANTS","4477","finished","2.5024681091308594","18.8388671875"
"light_REG_TEXT_BABIES_PRICES_4","0.8514141233343827","4","ft","LightGBM 💡","2026-04-03T11:37:52.000Z","REG_TEXT_BABIES_PRICES","1798","finished","1.7315101623535156","20.8525390625"
"light_REG_TEXT_BABIES_PRICES_3","0.851048867766376","3","all","LightGBM 💡","2026-04-03T11:26:15.000Z","REG_TEXT_BABIES_PRICES","128","finished","1.478778839111328","1.0986328125"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_3","0.8503801520040002","3","all","TabM Ⓜ️","2026-04-03T16:37:37.000Z","REG_TEXT_ZOMATO_RESTAURANTS","828","finished","2.2814674377441406","1.1259765625"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8500838498566949","1","ft","TabM Ⓜ️","2026-04-03T14:34:10.000Z","REG_TEXT_ZOMATO_RESTAURANTS","8623","finished","2.4439239501953125","18.8388671875"
"light_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8496250062268041","3","all","LightGBM 💡","2026-04-03T21:57:13.000Z","REG_TEXT_SCIMAGOJR_IMPACT","631","finished","1.5982742309570312","1.0986328125"
"cat_BIN_TEXT_JIGSAW_TOXICITY_4","0.8494212538626722","4","all","CatBoost 😸","2026-04-02T22:22:32.000Z","BIN_TEXT_JIGSAW_TOXICITY","159","finished","1.5853347778320312","1.0986328125"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8494011904109917","1","all","TabM Ⓜ️","2026-04-03T14:33:58.000Z","REG_TEXT_ZOMATO_RESTAURANTS","826","finished","2.2706832885742188","1.1259765625"
"cat_REG_TEXT_BOOK_READABILITY_2","0.8489552253123811","2","ft","CatBoost 😸","2026-04-03T23:53:41.000Z","REG_TEXT_BOOK_READABILITY","2997","finished","1.9020233154296875","21.3154296875"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.8481107329580813","4","ft","TabM Ⓜ️","2026-04-04T00:40:20.000Z","REG_TEXT_BOOK_READABILITY","1930","finished","1.835918426513672","21.3232421875"
"light_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8469586324022635","2","all","LightGBM 💡","2026-04-03T21:21:21.000Z","REG_TEXT_SCIMAGOJR_IMPACT","570","finished","1.561920166015625","1.0986328125"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8452047869639638","2","ft","TabM Ⓜ️","2026-04-03T14:56:43.000Z","REG_TEXT_ZOMATO_RESTAURANTS","9859","finished","2.4873809814453125","18.8388671875"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8451727351021248","4","ft","CatBoost 😸","2026-04-03T17:01:11.000Z","REG_TEXT_ZOMATO_RESTAURANTS","4486","finished","2.8235931396484375","18.8251953125"
"tabpfnv2p5_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8451205060693731","2","ft","TabPFN-v2p5 🇩🇪","2026-04-03T15:04:14.000Z","REG_TEXT_ZOMATO_RESTAURANTS","10910","finished","2.5597610473632812","15.7998046875"
"light_REG_TEXT_BOOK_READABILITY_4","0.844930067013647","4","ft","LightGBM 💡","2026-04-04T00:31:42.000Z","REG_TEXT_BOOK_READABILITY","1926","finished","1.7445831298828125","21.3154296875"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8445677968642666","4","ft","TabPFN-v2p5 🇩🇪","2026-04-04T00:43:17.000Z","REG_TEXT_BOOK_READABILITY","1667","finished","1.8436546325683592","21.0869140625"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8437609708163125","4","all","TabM Ⓜ️","2026-04-03T17:11:25.000Z","REG_TEXT_ZOMATO_RESTAURANTS","828","finished","2.2810707092285156","1.1259765625"
"tabm_REG_TEXT_BOOK_READABILITY_2","0.8434328662481309","2","ft","TabM Ⓜ️","2026-04-03T23:55:41.000Z","REG_TEXT_BOOK_READABILITY","2965","finished","1.8055267333984375","21.3232421875"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_3","0.843279425352054","3","ft","CatBoost 😸","2026-04-03T16:33:23.000Z","REG_TEXT_ZOMATO_RESTAURANTS","8251","finished","2.7575416564941406","18.8251953125"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8429840842197778","4","all","TabPFN-v2p5 🇩🇪","2026-04-03T05:05:24.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","350","finished","1.725421905517578","1.0986328125"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_2","0.8428314574969895","2","all","TabPFN-v2 🤯","2026-04-04T00:01:42.000Z","REG_TEXT_BOOK_READABILITY","209","finished","1.694011688232422","1.0986328125"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8424210827240194","2","ft","TabPFN-v2p5 🇩🇪","2026-04-03T04:34:21.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3198","finished","1.8929786682128904","20.5712890625"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8423657084485551","2","ft","TabM Ⓜ️","2026-04-03T04:33:15.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2637","finished","1.7741470336914062","16.5869140625"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8416724188559352","4","ft","TabPFN-v2p5 🇩🇪","2026-04-03T05:07:17.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3487","finished","1.8985595703125","20.5712890625"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8415018458292077","4","all","TabM Ⓜ️","2026-04-03T04:59:12.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","323","finished","1.7172813415527344","1.1865234375"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_0","0.8414018717604228","0","ft","CatBoost 😸","2026-04-03T13:59:36.000Z","REG_TEXT_ZOMATO_RESTAURANTS","9531","finished","2.7493247985839844","18.8251953125"
"cat_REG_TEXT_BOOK_READABILITY_4","0.8409454062291742","4","all","CatBoost 😸","2026-04-04T00:36:02.000Z","REG_TEXT_BOOK_READABILITY","233","finished","1.7698860168457031","1.0986328125"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_2","0.840567660049931","2","all","TabPFN-v2p5 🇩🇪","2026-04-02T22:11:16.000Z","BIN_TEXT_JIGSAW_TOXICITY","189","finished","1.7449951171875","1.0986328125"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.840503376203987","2","all","TabPFN-v2p5 🇩🇪","2026-04-03T04:34:11.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","352","finished","1.71795654296875","1.0986328125"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_1","0.8399246321620599","1","ft","TabPFN-v2 🤯","2026-04-03T23:44:24.000Z","REG_TEXT_BOOK_READABILITY","2102","finished","1.8509559631347656","21.0869140625"
"cat_REG_TEXT_BOOK_READABILITY_2","0.8398999010276287","2","all","CatBoost 😸","2026-04-03T23:51:46.000Z","REG_TEXT_BOOK_READABILITY","233","finished","1.6682662963867188","1.0986328125"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_0","0.8395216385839801","0","all","TabM Ⓜ️","2026-04-03T14:04:37.000Z","REG_TEXT_ZOMATO_RESTAURANTS","843","finished","2.279380798339844","1.1259765625"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8394180866157406","3","ft","TabPFN-v2p5 🇩🇪","2026-04-03T04:46:07.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3343","finished","1.8720588684082031","20.5712890625"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_1","0.8393921491422935","1","all","TabPFN-v2p5 🇩🇪","2026-04-03T23:37:23.000Z","REG_TEXT_BOOK_READABILITY","199","finished","1.6722450256347656","1.0986328125"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8390067010218025","1","ft","CatBoost 😸","2026-04-03T14:31:13.000Z","REG_TEXT_ZOMATO_RESTAURANTS","8678","finished","2.7540969848632812","18.8251953125"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8383923648241111","2","all","TabM Ⓜ️","2026-04-03T04:31:34.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","328","finished","1.722148895263672","1.1865234375"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8383754416209267","4","ft","TabPFN-v2 🤯","2026-04-04T00:44:11.000Z","REG_TEXT_BOOK_READABILITY","1684","finished","1.8495941162109375","21.0869140625"
"light_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8383638975593984","0","all","LightGBM 💡","2026-04-03T00:06:37.000Z","MUL_TEXT_PRODUCT_SENTIMENT","49","finished","1.4595565795898438","1.0986328125"
"tabm_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8378171770008633","2","all","TabM Ⓜ️","2026-04-03T14:53:03.000Z","REG_TEXT_ZOMATO_RESTAURANTS","824","finished","2.2909507751464844","1.1259765625"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8376299153630358","3","ft","TabM Ⓜ️","2026-04-03T04:44:52.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2789","finished","1.809001922607422","16.5869140625"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_1","0.8372681244935778","1","ft","TabPFN-v2p5 🇩🇪","2026-04-03T23:40:25.000Z","REG_TEXT_BOOK_READABILITY","2048","finished","1.869171142578125","21.0869140625"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8367228038060603","4","all","TabPFN-v2 🤯","2026-04-03T05:13:39.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","379","finished","1.7858047485351562","1.0986328125"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8366459567737237","4","ft","TabM Ⓜ️","2026-04-03T05:02:41.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2635","finished","1.7719650268554688","16.5869140625"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_3","0.8364103772761396","3","all","TabM Ⓜ️","2026-04-02T22:17:36.000Z","BIN_TEXT_JIGSAW_TOXICITY","174","finished","1.7975196838378906","1.1845703125"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_0","0.8361354490231826","0","ft","TabPFN-v2p5 🇩🇪","2026-04-03T23:14:57.000Z","REG_TEXT_BOOK_READABILITY","2401","finished","1.8411369323730469","21.0869140625"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8361152212635005","1","ft","TabPFN-v2p5 🇩🇪","2026-04-03T04:13:45.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3625","finished","1.869586944580078","20.5712890625"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8358325182917402","3","all","TabM Ⓜ️","2026-04-03T04:44:49.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","328","finished","1.718292236328125","1.1865234375"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8353410124249908","4","ft","TabPFN-v2 🤯","2026-04-03T05:14:16.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3491","finished","1.9288864135742188","20.5712890625"
"cat_REG_TEXT_BOOK_READABILITY_3","0.8350331643652419","3","ft","CatBoost 😸","2026-04-04T00:13:58.000Z","REG_TEXT_BOOK_READABILITY","1688","finished","2.033538818359375","21.3154296875"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_3","0.8345990677211543","3","all","TabPFN-v2p5 🇩🇪","2026-04-02T22:18:56.000Z","BIN_TEXT_JIGSAW_TOXICITY","167","finished","1.7094345092773438","1.0986328125"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8345536418785084","3","ft","TabPFN-v2p5 🇩🇪","2026-04-04T00:21:57.000Z","REG_TEXT_BOOK_READABILITY","2391","finished","1.833099365234375","21.0869140625"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8342027088034166","1","all","TabPFN-v2p5 🇩🇪","2026-04-03T04:13:26.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","370","finished","1.7556724548339844","1.0986328125"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8341165792845461","0","ft","TabPFN-v2p5 🇩🇪","2026-04-03T03:55:50.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2784","finished","1.891448974609375","20.5712890625"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8338727621684334","4","all","TabPFN-v2 🤯","2026-04-04T00:43:49.000Z","REG_TEXT_BOOK_READABILITY","289","finished","1.7002639770507812","1.0986328125"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8338472833963024","3","all","TabPFN-v2p5 🇩🇪","2026-04-03T04:45:51.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","351","finished","1.703754425048828","1.0986328125"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8337849293045528","3","ft","TabPFN-v2 🤯","2026-04-03T04:49:28.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3358","finished","1.92626953125","20.5712890625"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8334917817023101","2","ft","CatBoost 😸","2026-04-03T04:29:40.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2680","finished","2.15475082397461","16.5751953125"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8333489798735072","2","all","TabPFN-v2 🤯","2026-04-03T04:37:09.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","362","finished","1.7603912353515625","1.0986328125"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.8331997962486832","4","all","TabM Ⓜ️","2026-04-04T00:40:03.000Z","REG_TEXT_BOOK_READABILITY","188","finished","1.7324600219726562","1.1201171875"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8331592072106865","0","all","TabPFN-v2p5 🇩🇪","2026-04-03T03:55:49.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","350","finished","1.7156105041503906","1.0986328125"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8329378915602517","2","ft","CatBoost 😸","2026-04-03T14:50:18.000Z","REG_TEXT_ZOMATO_RESTAURANTS","9865","finished","2.72518539428711","18.8251953125"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_1","0.8327661957336073","1","all","TabPFN-v2 🤯","2026-04-03T23:44:04.000Z","REG_TEXT_BOOK_READABILITY","208","finished","1.694438934326172","1.0986328125"
"tabm_REG_TEXT_BOOK_READABILITY_3","0.8327631157717793","3","ft","TabM Ⓜ️","2026-04-04T00:19:26.000Z","REG_TEXT_BOOK_READABILITY","1664","finished","1.840660095214844","21.3232421875"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8326984527122923","0","all","TabM Ⓜ️","2026-04-03T03:53:29.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","345","finished","1.7487106323242188","1.1884765625"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8325162930021214","1","ft","TabM Ⓜ️","2026-04-03T04:10:37.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2633","finished","1.7746009826660156","16.5869140625"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8320356434284198","0","ft","TabM Ⓜ️","2026-04-03T03:53:44.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2641","finished","1.7804832458496094","16.5869140625"
"cat_REG_TEXT_BABIES_PRICES_4","0.8319699081523556","4","all","CatBoost 😸","2026-04-03T11:38:59.000Z","REG_TEXT_BABIES_PRICES","167","finished","1.6920928955078125","1.0986328125"
"light_BIN_TEXT_JIGSAW_TOXICITY_4","0.8318886502906824","4","all","LightGBM 💡","2026-04-02T22:21:22.000Z","BIN_TEXT_JIGSAW_TOXICITY","151","finished","1.579753875732422","1.0986328125"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8317066942137724","1","all","TabM Ⓜ️","2026-04-03T04:05:53.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","328","finished","1.7192611694335938","1.1865234375"
"light_REG_TEXT_BABIES_PRICES_2","0.8313336737738153","2","all","LightGBM 💡","2026-04-03T11:05:13.000Z","REG_TEXT_BABIES_PRICES","128","finished","1.4787559509277344","1.0986328125"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.831162652253604","4","ft","CatBoost 😸","2026-04-03T04:56:15.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2681","finished","2.273296356201172","16.5751953125"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8309327120160989","2","ft","TabPFN-v2 🤯","2026-04-03T04:37:18.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3212","finished","1.92694091796875","20.5712890625"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8306160198932416","3","ft","CatBoost 😸","2026-04-03T04:42:20.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2821","finished","2.1524505615234375","16.5751953125"
"light_REG_TEXT_BOOK_READABILITY_2","0.8301110636373057","2","all","LightGBM 💡","2026-04-03T23:48:11.000Z","REG_TEXT_BOOK_READABILITY","183","finished","1.5039329528808594","1.0986328125"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8299116776425518","4","all","TabPFN-v2p5 🇩🇪","2026-04-04T00:42:36.000Z","REG_TEXT_BOOK_READABILITY","198","finished","1.6703109741210938","1.0986328125"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8289452640520776","2","all","CatBoost 😸","2026-04-03T14:49:31.000Z","REG_TEXT_ZOMATO_RESTAURANTS","876","finished","2.5268020629882812","1.0986328125"
"cat_BIN_TEXT_JIGSAW_TOXICITY_2","0.8288727107665985","2","all","CatBoost 😸","2026-04-02T22:07:09.000Z","BIN_TEXT_JIGSAW_TOXICITY","159","finished","1.5878677368164062","1.0986328125"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_1","0.8287068559157806","1","all","TabPFN-v2p5 🇩🇪","2026-04-02T22:01:01.000Z","BIN_TEXT_JIGSAW_TOXICITY","169","finished","1.6995277404785156","1.0986328125"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_2","0.8285169957576075","2","all","TabPFN-v2 🤯","2026-04-02T22:14:07.000Z","BIN_TEXT_JIGSAW_TOXICITY","192","finished","1.7835960388183594","1.0986328125"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8283820930904753","1","ft","TabPFN-v2 🤯","2026-04-03T04:17:30.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","3644","finished","1.926494598388672","20.5712890625"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_3","0.827531384749283","3","all","CatBoost 😸","2026-04-03T16:27:31.000Z","REG_TEXT_ZOMATO_RESTAURANTS","867","finished","2.486072540283203","1.0986328125"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8274907536021926","4","all","CatBoost 😸","2026-04-03T04:56:04.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","392","finished","2.12435531616211","1.0986328125"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8274412980517893","0","all","TabPFN-v2 🤯","2026-04-03T03:58:10.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","360","finished","1.7556648254394531","1.0986328125"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8271525134933904","3","all","TabPFN-v2 🤯","2026-04-03T04:49:21.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","364","finished","1.758625030517578","1.0986328125"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8270255797537046","3","all","TabPFN-v2p5 🇩🇪","2026-04-04T00:21:49.000Z","REG_TEXT_BOOK_READABILITY","198","finished","1.6784629821777344","1.0986328125"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_3","0.8266887664794922","3","all","TabPFN-v2p5 🇩🇪","2026-04-03T22:24:55.000Z","REG_TEXT_SCIMAGOJR_IMPACT","694","finished","1.9402732849121096","1.0986328125"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_0","0.826502173798343","0","ft","TabPFN-v2 🤯","2026-04-03T23:19:08.000Z","REG_TEXT_BOOK_READABILITY","2429","finished","1.8514556884765625","21.0869140625"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8261186729316076","4","all","CatBoost 😸","2026-04-03T17:00:46.000Z","REG_TEXT_ZOMATO_RESTAURANTS","873","finished","2.4862594604492188","1.0986328125"
"light_REG_TEXT_BOOK_READABILITY_4","0.8256442327758531","4","all","LightGBM 💡","2026-04-04T00:29:21.000Z","REG_TEXT_BOOK_READABILITY","184","finished","1.5048103332519531","1.0986328125"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8255308893501033","3","ft","TabPFN-v2 🤯","2026-04-04T00:25:32.000Z","REG_TEXT_BOOK_READABILITY","2402","finished","1.8511848449707031","21.0869140625"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8254446501895712","0","ft","TabPFN-v2 🤯","2026-04-03T03:58:25.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2781","finished","1.9311408996582031","20.5712890625"
"tabm_REG_TEXT_BOOK_READABILITY_3","0.8251668141072751","3","all","TabM Ⓜ️","2026-04-04T00:18:22.000Z","REG_TEXT_BOOK_READABILITY","184","finished","1.7335090637207031","1.1201171875"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8249147617256484","1","all","TabPFN-v2 🤯","2026-04-03T04:15:20.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","361","finished","1.7602195739746094","1.0986328125"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8243097408435257","0","ft","CatBoost 😸","2026-04-03T03:52:00.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2691","finished","2.305377960205078","16.5751953125"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8240804859765006","1","all","CatBoost 😸","2026-04-03T14:27:50.000Z","REG_TEXT_ZOMATO_RESTAURANTS","860","finished","2.458324432373047","1.0986328125"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_3","0.8238665130326994","3","all","TabPFN-v2 🤯","2026-04-02T22:19:56.000Z","BIN_TEXT_JIGSAW_TOXICITY","172","finished","1.7567672729492188","1.0986328125"
"cat_BIN_TEXT_JIGSAW_TOXICITY_3","0.8235348033310637","3","all","CatBoost 😸","2026-04-02T22:16:53.000Z","BIN_TEXT_JIGSAW_TOXICITY","157","finished","1.5878067016601562","1.0986328125"
"light_REG_TEXT_BOOK_READABILITY_3","0.8235095844750813","3","ft","LightGBM 💡","2026-04-04T00:08:10.000Z","REG_TEXT_BOOK_READABILITY","1642","finished","1.7452049255371094","21.3154296875"
"tabm_REG_TEXT_BOOK_READABILITY_2","0.8231752722461821","2","all","TabM Ⓜ️","2026-04-03T23:55:41.000Z","REG_TEXT_BOOK_READABILITY","219","finished","1.735504150390625","1.1201171875"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8226317702036193","1","ft","CatBoost 😸","2026-04-03T04:04:17.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2686","finished","2.14937973022461","16.5751953125"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8211470204466963","3","all","TabPFN-v2 🤯","2026-04-04T00:25:14.000Z","REG_TEXT_BOOK_READABILITY","208","finished","1.6995582580566406","1.0986328125"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8204165526555727","3","all","CatBoost 😸","2026-04-03T04:40:49.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","379","finished","1.9778327941894531","1.0986328125"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_4","0.819962938599664","4","ft","TabPFN-v2p5 🇩🇪","2026-04-03T18:56:57.000Z","REG_TEXT_VANCOUVER_SALARIES","1563","finished","1.822002410888672","17.8056640625"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8199022790780385","2","all","CatBoost 😸","2026-04-03T04:26:43.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","386","finished","2.0917434692382812","1.0986328125"
"cat_REG_TEXT_ZOMATO_RESTAURANTS_0","0.818909584764638","0","all","CatBoost 😸","2026-04-03T13:58:56.000Z","REG_TEXT_ZOMATO_RESTAURANTS","872","finished","2.511913299560547","1.0986328125"
"cat_REG_TEXT_BOOK_READABILITY_0","0.8176807524473507","0","ft","CatBoost 😸","2026-04-03T23:09:09.000Z","REG_TEXT_BOOK_READABILITY","1919","finished","2.01749038696289","21.3154296875"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8171170879316958","1","all","CatBoost 😸","2026-04-03T04:04:16.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","374","finished","2.184223175048828","1.0986328125"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8168462753356943","0","all","CatBoost 😸","2026-04-03T03:51:42.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","378","finished","1.9765357971191408","1.0986328125"
"light_REG_TEXT_BOOK_READABILITY_0","0.816755646918963","0","ft","LightGBM 💡","2026-04-03T23:04:59.000Z","REG_TEXT_BOOK_READABILITY","1838","finished","1.7611236572265625","21.3154296875"
"cat_REG_TEXT_VANCOUVER_SALARIES_4","0.8167482440992839","4","ft","CatBoost 😸","2026-04-03T18:53:34.000Z","REG_TEXT_VANCOUVER_SALARIES","1382","finished","1.901329040527344","15.9072265625"
"tabm_REG_TEXT_BOOK_READABILITY_1","0.816496365548432","1","all","TabM Ⓜ️","2026-04-03T23:33:42.000Z","REG_TEXT_BOOK_READABILITY","188","finished","1.7358169555664062","1.1201171875"
"cat_REG_TEXT_BOOK_READABILITY_3","0.8152577763636183","3","all","CatBoost 😸","2026-04-04T00:13:35.000Z","REG_TEXT_BOOK_READABILITY","224","finished","1.93218994140625","1.0986328125"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_0","0.8147933190727935","0","ft","TabPFN-v2p5 🇩🇪","2026-04-03T17:55:39.000Z","REG_TEXT_VANCOUVER_SALARIES","1598","finished","1.7806663513183594","17.8056640625"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_1","0.8141421812531643","1","all","TabM Ⓜ️","2026-04-02T21:57:56.000Z","BIN_TEXT_JIGSAW_TOXICITY","158","finished","1.7668838500976562","1.1845703125"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8119693513770053","2","ft","LightGBM 💡","2026-04-03T04:22:53.000Z","MUL_TEXT_DATA_SCIENTIST_SALARY","2660","finished","1.75616455078125","16.5751953125"
"light_REG_TEXT_ZOMATO_RESTAURANTS_0","0.8119411077650192","0","ft","LightGBM 💡","2026-04-03T13:56:48.000Z","REG_TEXT_ZOMATO_RESTAURANTS","9470","finished","2.454631805419922","18.8251953125"
