lea"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.904739163612156","15","CatBoost 😸","0","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:31:27.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9000116256580404","15","LightGBM 💡","0","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:28:03.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_4","0.9729152776348424","15","TabM Ⓜ️","4","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T16:18:32.000Z"
"cat_MUL_TEXT_WINE_REVIEW_4","0.9704607376056202","15","CatBoost 😸","4","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T16:10:31.000Z"
"light_MUL_TEXT_WINE_REVIEW_4","0.9619851712765556","15","LightGBM 💡","4","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T16:07:23.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_3","0.9726895983192648","15","TabM Ⓜ️","3","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T15:41:08.000Z"
"cat_MUL_TEXT_WINE_REVIEW_3","0.9704625148474691","15","CatBoost 😸","3","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T15:33:57.000Z"
"light_MUL_TEXT_WINE_REVIEW_3","0.957959733330653","15","LightGBM 💡","3","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T15:29:36.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_2","0.9740346660524772","15","TabM Ⓜ️","2","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T15:16:15.000Z"
"cat_MUL_TEXT_WINE_REVIEW_2","0.9713173893747662","15","CatBoost 😸","2","all","","n307","MUL_TEXT_WINE_REVIEW","2026-04-12T15:12:16.000Z"
"light_MUL_TEXT_WINE_REVIEW_2","0.9587484508940788","15","LightGBM 💡","2","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T14:51:18.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_1","0.9707139407456876","15","TabM Ⓜ️","1","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T14:34:42.000Z"
"cat_MUL_TEXT_WINE_REVIEW_1","0.9675128255390107","15","CatBoost 😸","1","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T14:28:19.000Z"
"light_MUL_TEXT_WINE_REVIEW_1","0.9589061297242286","15","LightGBM 💡","1","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T14:25:35.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_0","0.9685208202198692","15","TabM Ⓜ️","0","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T13:45:54.000Z"
"cat_MUL_TEXT_WINE_REVIEW_0","0.9693803575500144","15","CatBoost 😸","0","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T13:37:11.000Z"
"light_MUL_TEXT_WINE_REVIEW_0","0.9605969248173784","15","LightGBM 💡","0","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T13:33:10.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_4","0.9829478148089196","15","TabPFN-v2p5 🇩🇪","4","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:22:47.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_4","0.9807349787300066","15","TabPFN-v2 🤯","4","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:16:23.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_4","0.97498873955266","15","TabM Ⓜ️","4","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:08:43.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_4","0.9733577114535032","15","CatBoost 😸","4","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:03:11.000Z"
"light_MUL_TEXT_US_ACCIDENTS_4","0.972993356341133","15","LightGBM 💡","4","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:53:40.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_3","0.975154052776701","15","TabPFN-v2p5 🇩🇪","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:47:14.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_3","0.9733665802931014","15","TabPFN-v2 🤯","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:24:51.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_3","0.9618980798389304","15","TabM Ⓜ️","3","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:04:05.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_3","0.9648988055737192","15","CatBoost 😸","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:44:32.000Z"
"light_MUL_TEXT_US_ACCIDENTS_3","0.9606132045263218","15","LightGBM 💡","3","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:36:22.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_2","0.9739128968306112","15","TabPFN-v2p5 🇩🇪","2","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:32:28.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_2","0.9763212081670276","15","TabPFN-v2 🤯","2","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:24:45.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_2","0.970454694330866","15","TabM Ⓜ️","2","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:18:12.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_2","0.9732108310533178","15","CatBoost 😸","2","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:48:22.000Z"
"light_MUL_TEXT_US_ACCIDENTS_2","0.967682994009477","15","LightGBM 💡","2","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:38:30.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_1","0.9778423570983824","15","TabPFN-v2p5 🇩🇪","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:27:40.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_1","0.969754182768074","15","TabPFN-v2 🤯","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:15:35.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_1","0.96983464784954","15","TabM Ⓜ️","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:04:56.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_1","0.9662186362285768","15","CatBoost 😸","1","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:00:28.000Z"
"light_MUL_TEXT_US_ACCIDENTS_1","0.9665226152444216","15","LightGBM 💡","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:51:27.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_0","0.9803962631553632","15","TabPFN-v2p5 🇩🇪","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:41:39.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_0","0.9761115055440428","15","TabPFN-v2 🤯","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:31:06.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_0","0.9648874340768988","15","TabM Ⓜ️","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:14:38.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_0","0.9727914982758143","15","CatBoost 😸","0","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T08:58:46.000Z"
"light_MUL_TEXT_US_ACCIDENTS_0","0.9695400846929032","15","LightGBM 💡","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T08:45:50.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_4","0.9590972335775144","15","TabM Ⓜ️","4","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T08:13:30.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_4","0.9609462804574368","15","CatBoost 😸","4","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T08:10:32.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_3","0.8997058028660053","15","LightGBM 💡","3","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:36:15.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_4","0.9033126406158376","15","LightGBM 💡","4","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:31:57.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_3","0.9573668768904396","15","TabM Ⓜ️","3","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:07:46.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_3","0.960352755972794","15","CatBoost 😸","3","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:04:04.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_2","0.9559847293609858","15","TabM Ⓜ️","2","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T06:09:30.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_2","0.9585650953159464","15","CatBoost 😸","2","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T05:57:39.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_2","0.9003536048288857","15","LightGBM 💡","2","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T05:52:46.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_1","0.95540111974843","15","TabM Ⓜ️","1","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T05:09:57.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_1","0.9562354205940994","15","CatBoost 😸","1","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:40:32.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_1","0.8957300913529838","15","LightGBM 💡","1","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:38:44.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_0","0.9591533931124734","15","TabM Ⓜ️","0","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:32:27.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_0","0.9589925844144278","15","CatBoost 😸","0","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:31:42.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_0","0.898468948767551","15","LightGBM 💡","0","all","","n307","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:30:02.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_4","0.923060829327878","15","TabPFN-v2p5 🇩🇪","4","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:29:04.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9167163705603366","15","TabPFN-v2 🤯","4","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:25:13.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9090993355637738","15","TabM Ⓜ️","4","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:24:14.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_4","0.8952343160429757","15","CatBoost 😸","4","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:23:15.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_4","0.8651815121082913","15","LightGBM 💡","4","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:22:17.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9270961465600018","15","TabPFN-v2p5 🇩🇪","3","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:20:59.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9254420929052188","15","TabPFN-v2 🤯","3","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:16:25.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9043698134369622","15","TabM Ⓜ️","3","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:15:11.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9033836413262598","15","CatBoost 😸","3","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:14:08.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9013810729521916","15","LightGBM 💡","3","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:13:14.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9074199081926692","15","TabPFN-v2p5 🇩🇪","2","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:12:17.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_2","0.8995075418362073","15","TabPFN-v2 🤯","2","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:09:55.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_2","0.8986685387328383","15","TabM Ⓜ️","2","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:07:12.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_2","0.8910463760972023","15","CatBoost 😸","2","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:05:44.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_2","0.8945236229637735","15","LightGBM 💡","2","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:04:26.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_1","0.907187035696777","15","TabPFN-v2p5 🇩🇪","1","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:03:11.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9005531364878113","15","TabPFN-v2 🤯","1","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:02:25.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9010423384907268","15","TabM Ⓜ️","1","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:59:24.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_1","0.8821018306282166","15","CatBoost 😸","1","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:58:08.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_1","0.8892431590665765","15","LightGBM 💡","1","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:55:32.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_0","0.906120295260746","15","TabPFN-v2p5 🇩🇪","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:53:14.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8969173736229521","15","TabPFN-v2 🤯","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:51:50.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8895998191423248","15","TabM Ⓜ️","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:49:17.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8781974919211976","15","CatBoost 😸","0","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:45:38.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8568896153251515","15","LightGBM 💡","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:42:55.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9132889530244532","15","TabPFN-v2p5 🇩🇪","4","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:35:41.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9075042489278016","15","TabPFN-v2 🤯","4","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:19:34.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9101558445926126","15","TabM Ⓜ️","4","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:10:52.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9042504699078944","15","CatBoost 😸","4","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:00:50.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.8900076037725316","15","LightGBM 💡","4","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:53:36.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9099221633181024","15","TabPFN-v2p5 🇩🇪","3","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:46:22.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9046874749166988","15","TabPFN-v2 🤯","3","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:43:45.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9079188107329064","15","TabM Ⓜ️","3","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:39:17.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9035985928110736","15","CatBoost 😸","3","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:31:21.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.8917519506591033","15","LightGBM 💡","3","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:19:17.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.921412496923408","15","TabPFN-v2p5 🇩🇪","2","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:11:07.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9167216021738144","15","TabPFN-v2 🤯","2","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:06:34.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.918783680553404","15","TabM Ⓜ️","2","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:04:20.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9117913409927814","15","CatBoost 😸","2","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:59:59.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.900947736111102","15","LightGBM 💡","2","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:57:10.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.911694589011904","15","TabPFN-v2p5 🇩🇪","1","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:52:56.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9033882805542812","15","TabPFN-v2 🤯","1","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:47:58.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9093721229765462","15","TabM Ⓜ️","1","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:16:05.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9031494923653712","15","CatBoost 😸","1","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:09:41.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.8948981945973967","15","LightGBM 💡","1","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:06:09.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9133108350271172","15","TabPFN-v2p5 🇩🇪","0","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:03:08.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9068657837456622","15","TabPFN-v2 🤯","0","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:58:50.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9110586241366118","15","TabM Ⓜ️","0","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:54:48.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9072392156825876","15","CatBoost 😸","0","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:53:47.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.8976929818023436","15","LightGBM 💡","0","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:50:19.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8396272281386717","15","TabPFN-v2p5 🇩🇪","4","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T23:07:45.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8338760851613171","15","TabPFN-v2 🤯","4","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:59:51.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8342454217389942","15","TabM Ⓜ️","4","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:49:59.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.82564388704268","15","CatBoost 😸","4","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:43:53.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8025367919412587","15","LightGBM 💡","4","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:38:25.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8320384993737835","15","TabPFN-v2p5 🇩🇪","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:31:20.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8241886955786434","15","TabPFN-v2 🤯","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:26:33.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8311449286310334","15","TabM Ⓜ️","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:24:27.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8184927029579895","15","CatBoost 😸","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:18:26.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8028746267841048","15","LightGBM 💡","3","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:55:24.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8380843149355067","15","TabPFN-v2p5 🇩🇪","2","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:48:15.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8298658235766975","15","TabPFN-v2 🤯","2","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:42:20.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8352746245909745","15","TabM Ⓜ️","2","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:36:24.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8242862886273254","15","CatBoost 😸","2","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:34:03.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8015174190105654","15","LightGBM 💡","2","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:29:32.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8317835345128435","15","TabPFN-v2p5 🇩🇪","1","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:23:37.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8239015277846407","15","TabPFN-v2 🤯","1","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:06:17.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8285863175524947","15","TabM Ⓜ️","1","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:59:25.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8172096574389888","15","CatBoost 😸","1","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:52:53.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.7998026340858576","15","LightGBM 💡","1","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:49:04.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8304675793844655","15","TabPFN-v2p5 🇩🇪","0","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:45:07.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8266286303250441","15","TabPFN-v2 🤯","0","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:43:52.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8264933600779606","15","TabM Ⓜ️","0","all","","n307","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:39:26.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8141339661646748","15","CatBoost 😸","0","all","","n307","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:33:22.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.7954980475373037","15","LightGBM 💡","0","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:31:04.000Z"
"tabpfnv2p5_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7290900735294117","15","TabPFN-v2p5 🇩🇪","4","all","","n305","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:26:36.000Z"
"tabpfnv2_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7205491727941177","15","TabPFN-v2 🤯","4","all","","n309","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:23:43.000Z"
"tabm_BIN_TEXT_KICKSTARTER_FUNDING_4","0.732643612132353","15","TabM Ⓜ️","4","all","","n305","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:20:16.000Z"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7202883731617646","15","CatBoost 😸","1","all","","n307","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:15:39.000Z"
