"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9083052673626446","60","CatBoost 😸","0","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:34:35.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9024218833247286","60","LightGBM 💡","0","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:28:24.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_4","0.9815246416380164","60","TabM Ⓜ️","4","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T16:18:45.000Z"
"cat_MUL_TEXT_WINE_REVIEW_4","0.9786614294796622","60","CatBoost 😸","4","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T16:10:49.000Z"
"light_MUL_TEXT_WINE_REVIEW_4","0.9665567514314172","60","LightGBM 💡","4","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T16:07:56.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_3","0.979822067867458","60","TabM Ⓜ️","3","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T15:43:38.000Z"
"cat_MUL_TEXT_WINE_REVIEW_3","0.9755724568669676","60","CatBoost 😸","3","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T15:36:07.000Z"
"light_MUL_TEXT_WINE_REVIEW_3","0.9675703126350796","60","LightGBM 💡","3","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T15:31:44.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_2","0.9816976523571864","60","TabM Ⓜ️","2","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T15:16:38.000Z"
"cat_MUL_TEXT_WINE_REVIEW_2","0.9772135907677856","60","CatBoost 😸","2","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T15:14:22.000Z"
"light_MUL_TEXT_WINE_REVIEW_2","0.9670672987403032","60","LightGBM 💡","2","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T14:54:00.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_1","0.980253419856624","60","TabM Ⓜ️","1","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T14:35:15.000Z"
"cat_MUL_TEXT_WINE_REVIEW_1","0.9755406428690868","60","CatBoost 😸","1","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T14:30:23.000Z"
"light_MUL_TEXT_WINE_REVIEW_1","0.9685003399898472","60","LightGBM 💡","1","all","","n309","MUL_TEXT_WINE_REVIEW","2026-04-12T14:25:56.000Z"
"tabm_MUL_TEXT_WINE_REVIEW_0","0.9784828668962392","60","TabM Ⓜ️","0","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T13:46:24.000Z"
"cat_MUL_TEXT_WINE_REVIEW_0","0.9752164182763504","60","CatBoost 😸","0","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T13:37:18.000Z"
"light_MUL_TEXT_WINE_REVIEW_0","0.9675370260923116","60","LightGBM 💡","0","all","","n305","MUL_TEXT_WINE_REVIEW","2026-04-12T13:33:38.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_4","0.9838887805837686","60","TabPFN-v2p5 🇩🇪","4","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:27:16.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_4","0.979376793152192","60","TabPFN-v2 🤯","4","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:18:28.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_4","0.9767209022386532","60","TabM Ⓜ️","4","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:13:02.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_4","0.9714017017451204","60","CatBoost 😸","4","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T13:06:39.000Z"
"light_MUL_TEXT_US_ACCIDENTS_4","0.9739197736912638","60","LightGBM 💡","4","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:57:38.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_3","0.9760052013592976","60","TabPFN-v2p5 🇩🇪","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:48:26.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_3","0.9693419905265626","60","TabPFN-v2 🤯","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:35:44.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_3","0.9665327666865736","60","TabM Ⓜ️","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T12:12:12.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_3","0.967953019358388","60","CatBoost 😸","3","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:46:55.000Z"
"light_MUL_TEXT_US_ACCIDENTS_3","0.9451026762150287","60","LightGBM 💡","3","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:41:21.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_2","0.9733556295998934","60","TabPFN-v2p5 🇩🇪","2","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:33:28.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_2","0.9756272863290576","60","TabPFN-v2 🤯","2","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:24:49.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_2","0.9713066839018932","60","TabM Ⓜ️","2","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:18:15.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_2","0.9761190635994412","60","CatBoost 😸","2","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T11:01:27.000Z"
"light_MUL_TEXT_US_ACCIDENTS_2","0.961997437456692","60","LightGBM 💡","2","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:38:32.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_1","0.9754698512115756","60","TabPFN-v2p5 🇩🇪","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:31:08.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_1","0.9714782852392684","60","TabPFN-v2 🤯","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:19:17.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_1","0.9719536576666624","60","TabM Ⓜ️","1","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:11:48.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_1","0.9631048667569544","60","CatBoost 😸","1","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T10:01:13.000Z"
"light_MUL_TEXT_US_ACCIDENTS_1","0.9662093616537968","60","LightGBM 💡","1","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:52:06.000Z"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_0","0.9840680931827896","60","TabPFN-v2p5 🇩🇪","0","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:45:33.000Z"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_0","0.9769624272981652","60","TabPFN-v2 🤯","0","all","","n309","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:34:04.000Z"
"tabm_MUL_TEXT_US_ACCIDENTS_0","0.9732240883774776","60","TabM Ⓜ️","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T09:24:29.000Z"
"cat_MUL_TEXT_US_ACCIDENTS_0","0.9733568947216372","60","CatBoost 😸","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T08:59:03.000Z"
"light_MUL_TEXT_US_ACCIDENTS_0","0.9730154859235878","60","LightGBM 💡","0","all","","n305","MUL_TEXT_US_ACCIDENTS","2026-04-12T08:49:07.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_4","0.9629475438304108","60","TabM Ⓜ️","4","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T08:17:15.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_4","0.962763084307376","60","CatBoost 😸","4","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T08:11:42.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_3","0.9626905146023118","60","CatBoost 😸","3","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:37:54.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_4","0.9029530191877292","60","LightGBM 💡","4","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:32:51.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_3","0.960723133009452","60","TabM Ⓜ️","3","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:11:36.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_3","0.8950409196880407","60","LightGBM 💡","3","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T07:02:37.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_2","0.9613925303549792","60","TabM Ⓜ️","2","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T06:13:15.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_2","0.9598847990881928","60","CatBoost 😸","2","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T06:00:09.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_2","0.8965949072256084","60","LightGBM 💡","2","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T05:53:30.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_1","0.9582398333755356","60","TabM Ⓜ️","1","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T05:13:42.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_1","0.9582598658040872","60","CatBoost 😸","1","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:42:55.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_1","0.8897601497549449","60","LightGBM 💡","1","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:38:49.000Z"
"tabm_MUL_TEXT_SPOTIFY_GENRES_0","0.963778227494042","60","TabM Ⓜ️","0","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:32:36.000Z"
"cat_MUL_TEXT_SPOTIFY_GENRES_0","0.9623262059748808","60","CatBoost 😸","0","all","","n309","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:31:46.000Z"
"light_MUL_TEXT_SPOTIFY_GENRES_0","0.8952125891660131","60","LightGBM 💡","0","all","","n305","MUL_TEXT_SPOTIFY_GENRES","2026-04-12T04:30:16.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_4","0.91318488228539","60","TabPFN-v2p5 🇩🇪","4","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:29:16.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_4","0.91323715135606","60","TabPFN-v2 🤯","4","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:25:32.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_4","0.910255817639259","60","TabM Ⓜ️","4","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:24:34.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_4","0.8966590557849909","60","CatBoost 😸","4","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:23:20.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_4","0.8832434795739095","60","LightGBM 💡","4","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:22:23.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9237709038723324","60","TabPFN-v2p5 🇩🇪","3","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:21:14.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_3","0.920689325185344","60","TabPFN-v2 🤯","3","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:17:23.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_3","0.909364609013988","60","TabM Ⓜ️","3","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:15:26.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9046114783360696","60","CatBoost 😸","3","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:14:12.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9082851951212826","60","LightGBM 💡","3","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:13:24.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9277181801527222","60","TabPFN-v2p5 🇩🇪","2","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:12:22.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9154908353707648","60","TabPFN-v2 🤯","2","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:11:14.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9080216692016134","60","TabM Ⓜ️","2","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:07:21.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9070118717649605","60","CatBoost 😸","2","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:05:57.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_2","0.8941367145830906","60","LightGBM 💡","2","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:04:46.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9163169369530144","60","TabPFN-v2p5 🇩🇪","1","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:03:23.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9078310099696248","60","TabPFN-v2 🤯","1","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:02:33.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9088326365966524","60","TabM Ⓜ️","1","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T04:00:03.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_1","0.8922046755117865","60","CatBoost 😸","1","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:59:04.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9070828878948076","60","LightGBM 💡","1","all","","n305","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:56:31.000Z"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9187205573912198","60","TabPFN-v2p5 🇩🇪","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:54:17.000Z"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9103789851568946","60","TabPFN-v2 🤯","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:51:56.000Z"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9059236169205156","60","TabM Ⓜ️","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:49:51.000Z"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8779569116413967","60","CatBoost 😸","0","all","","n307","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:46:36.000Z"
"light_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8671543191687074","60","LightGBM 💡","0","all","","n309","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-12T03:43:53.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9162448795473848","60","TabPFN-v2p5 🇩🇪","4","all","","n307","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:37:54.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.907705203648728","60","TabPFN-v2 🤯","4","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:31:23.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9048614885788886","60","TabM Ⓜ️","4","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:12:34.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9001723456321097","60","CatBoost 😸","4","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T03:02:55.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.8941768021027313","60","LightGBM 💡","4","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:53:52.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9096779725714712","60","TabPFN-v2p5 🇩🇪","3","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:46:55.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9031784123643264","60","TabPFN-v2 🤯","3","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:44:58.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9082565663752248","60","TabM Ⓜ️","3","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:39:29.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.8995406953845766","60","CatBoost 😸","3","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:33:14.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.8961326971794563","60","LightGBM 💡","3","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:19:35.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9238076762478172","60","TabPFN-v2p5 🇩🇪","2","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:11:27.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.917558634253404","60","TabPFN-v2 🤯","2","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:07:04.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9153036047206112","60","TabM Ⓜ️","2","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:04:29.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9107784518331512","60","CatBoost 😸","2","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T02:00:10.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.904644044279098","60","LightGBM 💡","2","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:58:11.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9133919558333876","60","TabPFN-v2p5 🇩🇪","1","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:55:05.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9040043643567396","60","TabPFN-v2 🤯","1","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:48:49.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.910800942412861","60","TabM Ⓜ️","1","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:17:32.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.90429845183492","60","CatBoost 😸","1","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:10:21.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.894873443965347","60","LightGBM 💡","1","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:07:18.000Z"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9141434854456584","60","TabPFN-v2p5 🇩🇪","0","all","","n305","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T01:03:49.000Z"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9059053038037344","60","TabPFN-v2 🤯","0","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:59:38.000Z"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9130800738164622","60","TabM Ⓜ️","0","all","","n309","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:56:19.000Z"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9047280608572864","60","CatBoost 😸","0","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:53:54.000Z"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.8876092428097765","60","LightGBM 💡","0","all","","n306","MUL_TEXT_MICHELIN_RESTAURANTS","2026-04-12T00:50:30.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8434617941390616","60","TabPFN-v2p5 🇩🇪","4","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T23:09:05.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.83691496044915","60","TabPFN-v2 🤯","4","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T23:02:28.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8375307255584752","60","TabM Ⓜ️","4","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:50:58.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8225898309767125","60","CatBoost 😸","4","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:43:55.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.7981668402921978","60","LightGBM 💡","4","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:38:34.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8345721541673682","60","TabPFN-v2p5 🇩🇪","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:31:53.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8249155025864935","60","TabPFN-v2 🤯","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:26:49.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.836437724365568","60","TabM Ⓜ️","3","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:24:35.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8167259972187768","60","CatBoost 😸","3","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:19:35.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.7974012629291723","60","LightGBM 💡","3","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T22:02:17.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.84023407210558","60","TabPFN-v2p5 🇩🇪","2","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:49:08.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8324111999448105","60","TabPFN-v2 🤯","2","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:43:34.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8324032144167925","60","TabM Ⓜ️","2","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:36:45.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8203405644833653","60","CatBoost 😸","2","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:34:47.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.7983178916548049","60","LightGBM 💡","2","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:31:00.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8328507127283337","60","TabPFN-v2p5 🇩🇪","1","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:23:55.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8240132090654542","60","TabPFN-v2 🤯","1","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:17:17.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8319665468310529","60","TabM Ⓜ️","1","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T21:00:37.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8160501746383638","60","CatBoost 😸","1","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:53:13.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.7952481450146096","60","LightGBM 💡","1","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:49:48.000Z"
"tabpfnv2p5_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8337132660964671","60","TabPFN-v2p5 🇩🇪","0","all","","n309","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:45:07.000Z"
"tabpfnv2_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8252189087703878","60","TabPFN-v2 🤯","0","all","","n307","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:44:33.000Z"
"tabm_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8295970546974405","60","TabM Ⓜ️","0","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:39:33.000Z"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8147090757202397","60","CatBoost 😸","0","all","","n305","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:36:38.000Z"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.7901874950602488","60","LightGBM 💡","0","all","","n306","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-11T20:31:17.000Z"
"tabpfnv2p5_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7334064797794118","60","TabPFN-v2p5 🇩🇪","4","all","","n307","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:26:55.000Z"
"tabpfnv2_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7132180606617647","60","TabPFN-v2 🤯","4","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:24:07.000Z"
"tabm_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7444674862132352","60","TabM Ⓜ️","4","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:21:17.000Z"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7254216452205882","60","CatBoost 😸","4","all","","n309","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:17:58.000Z"
